search_id,result_id,position,result_type,relevance_score
160,2074,7,category,0.41
161,2075,1,product,0.54
161,2076,2,product,0.8
161,2077,3,product,0.76
161,2078,4,product,0.44
161,2079,5,product,0.68
161,2080,6,product,0.64
162,2081,1,category,0.62
162,2082,2,product,0.82
162,2083,3,product,0.79
162,2084,4,product,0.8
162,2085,5,product,0.81
162,2086,6,product,0.77
162,2087,7,product,0.74
162,2088,8,product,0.62
162,2089,9,product,0.72
163,2090,1,product,0.69
163,2091,2,product,0.9
163,2092,3,product,0.77
163,2093,4,product,0.49
163,2094,5,product,0.81
164,2095,1,category,0.59
165,2096,1,product,0.68
165,2097,2,category,0.8
165,2098,3,product,0.7
165,2099,4,product,0.75
165,2100,5,product,0.59
165,2101,6,product,0.82
165,2102,7,category,0.58
165,2103,8,product,0.84
166,2104,1,product,0.49
166,2105,2,product,0.92
166,2106,3,product,0.9
166,2107,4,product,0.55
166,2108,5,product,0.67
166,2109,6,product,0.5
167,2110,1,product,0.62
167,2111,2,product,0.88
167,2112,3,category,0.82
167,2113,4,product,0.74
167,2114,5,product,0.83
167,2115,6,product,0.82
167,2116,7,product,0.41
167,2117,8,product,0.58
167,2118,9,product,0.43
167,2119,10,category,0.78
168,2120,1,product,0.46
168,2121,2,category,0.68
168,2122,3,category,0.87
168,2123,4,product,0.76
168,2124,5,product,0.51
168,2125,6,product,0.78
168,2126,7,category,0.72
168,2127,8,category,0.59
168,2128,9,product,0.87
169,2129,1,product,0.64
170,2130,1,product,0.72
170,2131,2,product,0.94
170,2132,3,product,0.69
170,2133,4,product,0.53
170,2134,5,product,0.48
170,2135,6,product,0.4
172,2136,1,product,0.59
172,2137,2,product,0.7
172,2138,3,product,0.77
172,2139,4,product,0.82
172,2140,5,product,0.56
172,2141,6,product,0.86
173,2142,1,product,0.62
173,2143,2,product,0.94
173,2144,3,category,0.75
173,2145,4,product,0.85
173,2146,5,product,0.66
173,2147,6,product,0.84
173,2148,7,product,0.58
173,2149,8,product,0.61
173,2150,9,product,0.83
173,2151,10,category,0.65
174,2152,1,product,0.63
174,2153,2,product,0.91
174,2154,3,product,0.68
174,2155,4,category,0.74
174,2156,5,product,0.77
174,2157,6,product,0.85
175,2158,1,product,0.46
175,2159,2,product,0.82
175,2160,3,product,0.72
175,2161,4,product,0.59
175,2162,5,product,0.61
176,2163,1,product,0.64
176,2164,2,product,0.93
176,2165,3,product,0.89
176,2166,4,product,0.44
176,2167,5,product,0.61
177,2168,1,product,0.49
177,2169,2,product,0.92
177,2170,3,product,0.87
177,2171,4,product,0.86
177,2172,5,product,0.67
177,2173,6,product,0.4
177,2174,7,category,0.66
177,2175,8,product,0.55
177,2176,9,product,0.83
177,2177,10,product,0.6
178,2178,1,product,0.63
178,2179,2,product,0.67
178,2180,3,product,0.95
178,2181,4,product,0.71
178,2182,5,product,0.72
178,2183,6,product,0.49
179,2184,1,product,0.57
179,2185,2,product,0.74
179,2186,3,product,0.82
179,2187,4,product,0.55
179,2188,5,product,0.4
179,2189,6,product,0.51
179,2190,7,product,0.61
179,2191,8,product,0.46
180,2192,1,product,0.69
180,2193,2,product,0.87
180,2194,3,category,0.87
180,2195,4,product,0.81
180,2196,5,product,0.79
180,2197,6,product,0.77
182,2198,1,product,0.49
182,2199,2,product,0.68
182,2200,3,product,0.65
182,2201,4,category,0.86
182,2202,5,product,0.73
182,2203,6,product,0.47
182,2204,7,product,0.67
183,2205,1,product,0.46
183,2206,2,product,0.92
183,2207,3,product,0.79
183,2208,4,category,0.42
183,2209,5,product,0.56
183,2210,6,product,0.65
184,2211,1,product,0.69
184,2212,2,category,0.73
184,2213,3,product,0.72
184,2214,4,product,0.79
184,2215,5,category,0.78
184,2216,6,category,0.4
184,2217,7,product,0.61
184,2218,8,product,0.65
184,2219,9,product,0.47
184,2220,10,product,0.69
185,2221,1,product,0.61
186,2222,1,product,0.46
186,2223,2,product,0.67
186,2224,3,category,0.7
186,2225,4,product,0.69
186,2226,5,product,0.41
186,2227,6,product,0.72
186,2228,7,product,0.44
186,2229,8,category,0.88
186,2230,9,product,0.48
187,2231,1,product,0.54
187,2232,2,product,0.83
187,2233,3,product,0.77
187,2234,4,category,0.5
187,2235,5,product,0.64
187,2236,6,product,0.47
187,2237,7,product,0.63
187,2238,8,product,0.42
187,2239,9,product,0.64
187,2240,10,product,0.63
188,2241,1,product,0.64
188,2242,2,product,0.93
188,2243,3,product,0.88
188,2244,4,category,0.79
188,2245,5,product,0.8
189,2246,1,product,0.56
189,2247,2,product,0.86
189,2248,3,product,0.82
189,2249,4,product,0.4
189,2250,5,product,0.73
189,2251,6,product,0.57
189,2252,7,product,0.71
189,2253,8,product,0.81
189,2254,9,product,0.58
190,2255,1,category,0.58
191,2256,1,product,0.51
191,2257,2,product,0.93
191,2258,3,product,0.8
191,2259,4,product,0.78
191,2260,5,product,0.73
191,2261,6,product,0.59
191,2262,7,product,0.79
191,2263,8,product,0.63
191,2264,9,product,0.44
191,2265,10,product,0.58
192,2266,1,product,0.47
192,2267,2,product,0.7
192,2268,3,category,0.65
192,2269,4,product,0.85
192,2270,5,product,0.49
192,2271,6,product,0.65
192,2272,7,product,0.7
192,2273,8,product,0.57
192,2274,9,product,0.87
193,2275,1,product,0.61
193,2276,2,product,0.87
193,2277,3,product,0.68
193,2278,4,category,0.8
193,2279,5,category,0.57
193,2280,6,product,0.53
193,2281,7,category,0.49
193,2282,8,product,0.68
194,2283,1,category,0.71
194,2284,2,product,0.89
194,2285,3,category,0.86
194,2286,4,product,0.67
194,2287,5,category,0.76
194,2288,6,product,0.62
194,2289,7,product,0.68
194,2290,8,product,0.46
194,2291,9,category,0.7
195,2292,1,product,0.52
195,2293,2,product,0.85
195,2294,3,category,0.67
195,2295,4,product,0.63
195,2296,5,product,0.83
195,2297,6,product,0.85
195,2298,7,product,0.84
196,2299,1,product,0.5
196,2300,2,product,0.84
196,2301,3,category,0.68
196,2302,4,product,0.72
196,2303,5,product,0.69
196,2304,6,product,0.66
197,2305,1,product,0.53
197,2306,2,product,0.82
197,2307,3,product,0.89
197,2308,4,product,0.66
197,2309,5,product,0.59
197,2310,6,category,0.48
197,2311,7,product,0.74
197,2312,8,product,0.73
197,2313,9,product,0.5
198,2314,1,product,0.71
198,2315,2,product,0.71
198,2316,3,product,0.78
198,2317,4,product,0.58
198,2318,5,product,0.62
198,2319,6,product,0.87
198,2320,7,product,0.79
198,2321,8,product,0.79
199,2322,1,product,0.59
199,2323,2,product,0.89
199,2324,3,product,0.82
199,2325,4,product,0.59
199,2326,5,product,0.43
199,2327,6,product,0.63
199,2328,7,product,0.62
199,2329,8,product,0.57
199,2330,9,product,0.85
199,2331,10,product,0.41
200,2332,1,product,0.55
200,2333,2,product,0.84
201,2334,1,product,0.6
201,2335,2,product,0.67
201,2336,3,product,0.72
201,2337,4,product,0.54
201,2338,5,product,0.71
201,2339,6,category,0.61
201,2340,7,product,0.57
201,2341,8,product,0.86
201,2342,9,product,0.49
202,2343,1,category,0.48
202,2344,2,product,0.79
202,2345,3,product,0.88
202,2346,4,product,0.88
202,2347,5,product,0.7
203,2348,1,product,0.46
203,2349,2,product,0.91
203,2350,3,category,0.79
203,2351,4,product,0.66
203,2352,5,category,0.61
203,2353,6,product,0.73
204,2354,1,category,0.59
204,2355,2,product,0.79
204,2356,3,product,0.68
204,2357,4,product,0.6
204,2358,5,product,0.41
204,2359,6,product,0.76
204,2360,7,product,0.54
204,2361,8,product,0.73
204,2362,9,product,0.76
204,2363,10,product,0.77
205,2364,1,product,0.52
205,2365,2,product,0.84
205,2366,3,product,0.72
205,2367,4,product,0.7
205,2368,5,product,0.78
205,2369,6,product,0.73
205,2370,7,product,0.71
205,2371,8,product,0.53
206,2372,1,product,0.62
206,2373,2,product,0.84
206,2374,3,product,0.66
206,2375,4,product,0.66
206,2376,5,product,0.45
206,2377,6,product,0.74
206,2378,7,product,0.51
206,2379,8,product,0.64
207,2380,1,product,0.46
208,2381,1,product,0.5
208,2382,2,product,0.9
208,2383,3,product,0.69
208,2384,4,product,0.52
208,2385,5,product,0.61
208,2386,6,product,0.42
209,2387,1,product,0.65
209,2388,2,product,0.81
209,2389,3,product,0.79
209,2390,4,product,0.57
209,2391,5,category,0.72
209,2392,6,product,0.51
209,2393,7,product,0.41
209,2394,8,product,0.68
209,2395,9,category,0.52
209,2396,10,product,0.68
210,2397,1,category,0.7
211,2398,1,product,0.54
211,2399,2,product,0.84
211,2400,3,product,0.92
211,2401,4,product,0.41
211,2402,5,product,0.75
211,2403,6,product,0.42
212,2404,1,product,0.65
212,2405,2,category,0.9
212,2406,3,product,0.82
212,2407,4,product,0.47
212,2408,5,product,0.53
212,2409,6,product,0.4
212,2410,7,product,0.58
213,2411,1,product,0.64
213,2412,2,product,0.81
213,2413,3,product,0.81
213,2414,4,product,0.66
213,2415,5,product,0.55
213,2416,6,product,0.45
213,2417,7,product,0.43
214,2418,1,product,0.5
214,2419,2,product,0.84
214,2420,3,product,0.8
214,2421,4,product,0.68
214,2422,5,product,0.51
214,2423,6,category,0.41
214,2424,7,category,0.71
214,2425,8,product,0.8
215,2426,1,product,0.46
215,2427,2,category,0.74
215,2428,3,product,0.94
215,2429,4,product,0.75
215,2430,5,product,0.49
215,2431,6,product,0.52
215,2432,7,product,0.49
215,2433,8,product,0.6
215,2434,9,product,0.71
216,2435,1,product,0.54
216,2436,2,product,0.95
216,2437,3,product,0.76
216,2438,4,product,0.88
216,2439,5,product,0.58
216,2440,6,product,0.61
216,2441,7,product,0.69
216,2442,8,product,0.5
216,2443,9,product,0.84
217,2444,1,product,0.72
217,2445,2,product,0.74
217,2446,3,product,0.93
217,2447,4,product,0.84
217,2448,5,product,0.67
217,2449,6,product,0.45
217,2450,7,product,0.47
218,2451,1,product,0.54
218,2452,2,category,0.8
218,2453,3,product,0.86
218,2454,4,product,0.45
218,2455,5,product,0.42
218,2456,6,product,0.58
218,2457,7,product,0.84
218,2458,8,product,0.82
218,2459,9,product,0.85
218,2460,10,product,0.77
219,2461,1,product,0.51
219,2462,2,product,0.87
219,2463,3,product,0.78
219,2464,4,product,0.64
219,2465,5,product,0.54
219,2466,6,product,0.46
219,2467,7,product,0.67
219,2468,8,product,0.59
219,2469,9,product,0.64
219,2470,10,product,0.46
220,2471,1,product,0.66
220,2472,2,product,0.93
220,2473,3,product,0.85
220,2474,4,product,0.57
220,2475,5,product,0.69
220,2476,6,category,0.55
220,2477,7,category,0.7
221,2478,1,category,0.65
221,2479,2,product,0.68
221,2480,3,category,0.93
221,2481,4,product,0.82
221,2482,5,product,0.41
221,2483,6,product,0.45
222,2484,1,product,0.65
222,2485,2,category,0.84
222,2486,3,product,0.86
222,2487,4,category,0.58
222,2488,5,product,0.65
222,2489,6,product,0.43
222,2490,7,product,0.73
222,2491,8,category,0.62
222,2492,9,product,0.43
223,2493,1,category,0.55
223,2494,2,product,0.8
223,2495,3,product,0.92
223,2496,4,product,0.69
223,2497,5,category,0.5
223,2498,6,product,0.67
223,2499,7,category,0.42
223,2500,8,product,0.55
223,2501,9,product,0.76
223,2502,10,product,0.73
224,2503,1,category,0.69
224,2504,2,product,0.89
224,2505,3,product,0.82
224,2506,4,category,0.47
224,2507,5,product,0.72
224,2508,6,category,0.58
224,2509,7,product,0.69
225,2510,1,product,0.7
225,2511,2,product,0.81
225,2512,3,product,0.69
225,2513,4,category,0.78
225,2514,5,product,0.55
225,2515,6,product,0.65
225,2516,7,category,0.88
226,2517,1,product,0.59
226,2518,2,product,0.71
226,2519,3,product,0.69
226,2520,4,category,0.55
226,2521,5,product,0.86
226,2522,6,product,0.76
226,2523,7,product,0.71
226,2524,8,product,0.47
226,2525,9,product,0.46
227,2526,1,product,0.66
227,2527,2,product,0.9
227,2528,3,product,0.84
227,2529,4,product,0.59
227,2530,5,product,0.48
227,2531,6,category,0.6
227,2532,7,category,0.84
227,2533,8,product,0.51
227,2534,9,product,0.5
227,2535,10,category,0.48
229,2536,1,product,0.62
229,2537,2,product,0.83
229,2538,3,product,0.91
229,2539,4,product,0.65
229,2540,5,product,0.8
229,2541,6,product,0.88
229,2542,7,product,0.59
229,2543,8,product,0.67
230,2544,1,product,0.56
230,2545,2,product,0.67
230,2546,3,product,0.69
230,2547,4,product,0.62
230,2548,5,product,0.45
230,2549,6,product,0.85
231,2550,1,category,0.57
231,2551,2,category,0.92
231,2552,3,product,0.68
231,2553,4,product,0.71
231,2554,5,product,0.48
231,2555,6,product,0.44
232,2556,1,product,0.46
232,2557,2,category,0.75
232,2558,3,product,0.91
232,2559,4,product,0.47
232,2560,5,product,0.42
232,2561,6,category,0.75
232,2562,7,product,0.54
232,2563,8,category,0.83
233,2564,1,product,0.68
233,2565,2,category,0.65
233,2566,3,product,0.72
233,2567,4,product,0.63
233,2568,5,product,0.44
233,2569,6,product,0.52
233,2570,7,product,0.7
233,2571,8,product,0.8
234,2572,1,product,0.63
234,2573,2,category,0.74
234,2574,3,product,0.66
234,2575,4,product,0.49
234,2576,5,product,0.69
235,2577,1,category,0.54
235,2578,2,product,0.9
235,2579,3,product,0.9
235,2580,4,product,0.63
235,2581,5,product,0.81
235,2582,6,product,0.6
235,2583,7,product,0.5
236,2584,1,product,0.52
236,2585,2,category,0.84
236,2586,3,product,0.83
236,2587,4,product,0.75
236,2588,5,category,0.79
236,2589,6,product,0.51
236,2590,7,product,0.49
237,2591,1,product,0.54
237,2592,2,product,0.71
237,2593,3,product,0.86
237,2594,4,product,0.43
237,2595,5,product,0.66
237,2596,6,product,0.45
237,2597,7,product,0.59
238,2598,1,category,0.57
238,2599,2,product,0.92
238,2600,3,category,0.89
238,2601,4,product,0.43
238,2602,5,product,0.67
238,2603,6,product,0.67
238,2604,7,product,0.68
238,2605,8,product,0.84
238,2606,9,product,0.43
238,2607,10,product,0.8
239,2608,1,product,0.68
239,2609,2,product,0.86
239,2610,3,product,0.66
239,2611,4,product,0.64
239,2612,5,category,0.62
240,2613,1,category,0.66
240,2614,2,product,0.78
240,2615,3,product,0.79
240,2616,4,category,0.49
240,2617,5,product,0.75
241,2618,1,product,0.57
241,2619,2,product,0.81
241,2620,3,product,0.93
241,2621,4,product,0.69
241,2622,5,product,0.62
242,2623,1,product,0.54
242,2624,2,product,0.73
242,2625,3,product,0.78
242,2626,4,product,0.47
242,2627,5,product,0.41
242,2628,6,product,0.65
243,2629,1,product,0.47
243,2630,2,product,0.75
243,2631,3,product,0.69
243,2632,4,product,0.72
243,2633,5,product,0.43
243,2634,6,product,0.49
244,2635,1,product,0.64
244,2636,2,category,0.81
244,2637,3,product,0.88
244,2638,4,product,0.46
244,2639,5,product,0.84
244,2640,6,product,0.62
245,2641,1,product,0.64
245,2642,2,category,0.89
245,2643,3,product,0.79
245,2644,4,product,0.63
245,2645,5,product,0.62
245,2646,6,product,0.77
246,2647,1,product,0.54
246,2648,2,product,0.89
246,2649,3,product,0.77
246,2650,4,product,0.7
246,2651,5,product,0.87
247,2652,1,product,0.6
247,2653,2,product,0.85
247,2654,3,product,0.93
247,2655,4,product,0.63
247,2656,5,product,0.62
247,2657,6,product,0.79
247,2658,7,product,0.86
248,2659,1,product,0.63
248,2660,2,category,0.9
248,2661,3,product,0.92
248,2662,4,product,0.4
248,2663,5,product,0.47
248,2664,6,product,0.59
248,2665,7,product,0.49
248,2666,8,product,0.55
248,2667,9,product,0.84
248,2668,10,product,0.85
249,2669,1,category,0.69
249,2670,2,product,0.65
249,2671,3,product,0.94
249,2672,4,product,0.54
249,2673,5,product,0.61
249,2674,6,product,0.7
249,2675,7,product,0.59
250,2676,1,product,0.68
251,2677,1,product,0.63
251,2678,2,product,0.92
251,2679,3,product,0.94
251,2680,4,product,0.47
251,2681,5,category,0.81
252,2682,1,product,0.55
252,2683,2,product,0.78
252,2684,3,product,0.8
252,2685,4,product,0.74
252,2686,5,product,0.84
252,2687,6,product,0.42
252,2688,7,product,0.63
252,2689,8,category,0.68
253,2690,1,product,0.59
253,2691,2,product,0.72
253,2692,3,product,0.85
253,2693,4,product,0.73
253,2694,5,product,0.68
254,2695,1,category,0.46
254,2696,2,product,0.87
254,2697,3,product,0.82
254,2698,4,product,0.63
254,2699,5,category,0.42
254,2700,6,product,0.79
255,2701,1,product,0.52
255,2702,2,product,0.73
255,2703,3,product,0.87
255,2704,4,product,0.84
255,2705,5,product,0.72
255,2706,6,product,0.48
255,2707,7,product,0.51
256,2708,1,product,0.66
256,2709,2,product,0.78
256,2710,3,product,0.71
256,2711,4,product,0.57
256,2712,5,product,0.76
256,2713,6,product,0.48
256,2714,7,product,0.54
256,2715,8,product,0.76
257,2716,1,product,0.55
257,2717,2,category,0.81
257,2718,3,product,0.68
257,2719,4,product,0.57
257,2720,5,product,0.69
257,2721,6,product,0.53
257,2722,7,product,0.79
257,2723,8,product,0.68
258,2724,1,product,0.64
258,2725,2,product,0.81
258,2726,3,product,0.9
258,2727,4,product,0.45
258,2728,5,product,0.61
258,2729,6,product,0.54
258,2730,7,product,0.41
258,2731,8,product,0.85
258,2732,9,category,0.8
258,2733,10,product,0.71
259,2734,1,category,0.6
259,2735,2,product,0.92
259,2736,3,product,0.73
259,2737,4,product,0.85
259,2738,5,product,0.84
259,2739,6,category,0.6
259,2740,7,product,0.77
259,2741,8,product,0.48
259,2742,9,product,0.77
259,2743,10,product,0.56
260,2744,1,product,0.49
260,2745,2,product,0.72
260,2746,3,product,0.92
260,2747,4,product,0.45
260,2748,5,product,0.67
261,2749,1,product,0.52
261,2750,2,product,0.92
261,2751,3,category,0.8
261,2752,4,product,0.64
261,2753,5,product,0.81
261,2754,6,product,0.78
261,2755,7,category,0.4
261,2756,8,product,0.79
262,2757,1,product,0.72
262,2758,2,category,0.76
262,2759,3,product,0.75
262,2760,4,product,0.77
262,2761,5,product,0.5
262,2762,6,product,0.86
262,2763,7,product,0.54
262,2764,8,product,0.45
262,2765,9,category,0.63
262,2766,10,product,0.61
263,2767,1,product,0.66
263,2768,2,category,0.8
263,2769,3,category,0.89
263,2770,4,product,0.41
263,2771,5,product,0.56
264,2772,1,product,0.49
264,2773,2,product,0.93
265,2774,1,product,0.46
265,2775,2,product,0.69
265,2776,3,product,0.66
265,2777,4,product,0.78
265,2778,5,product,0.48
265,2779,6,product,0.79
265,2780,7,product,0.64
265,2781,8,product,0.51
265,2782,9,product,0.6
266,2783,1,product,0.49
266,2784,2,product,0.86
266,2785,3,category,0.78
266,2786,4,product,0.42
266,2787,5,product,0.81
266,2788,6,product,0.77
266,2789,7,product,0.63
267,2790,1,product,0.64
267,2791,2,product,0.84
267,2792,3,category,0.77
267,2793,4,product,0.69
267,2794,5,product,0.49
267,2795,6,product,0.86
267,2796,7,product,0.78
267,2797,8,product,0.4
268,2798,1,product,0.59
268,2799,2,product,0.84
268,2800,3,product,0.67
268,2801,4,product,0.47
268,2802,5,product,0.84
268,2803,6,category,0.48
268,2804,7,product,0.43
268,2805,8,product,0.5
268,2806,9,category,0.7
269,2807,1,category,0.48
269,2808,2,product,0.87
269,2809,3,product,0.75
269,2810,4,product,0.72
269,2811,5,product,0.77
269,2812,6,product,0.45
269,2813,7,product,0.82
269,2814,8,product,0.51
269,2815,9,category,0.63
271,2816,1,product,0.5
271,2817,2,product,0.86
271,2818,3,category,0.69
271,2819,4,product,0.62
271,2820,5,category,0.56
271,2821,6,product,0.69
271,2822,7,product,0.71
272,2823,1,category,0.58
272,2824,2,product,0.83
272,2825,3,product,0.73
272,2826,4,product,0.75
272,2827,5,product,0.56
272,2828,6,product,0.83
272,2829,7,product,0.47
272,2830,8,category,0.4
272,2831,9,product,0.42
273,2832,1,product,0.47
273,2833,2,product,0.86
273,2834,3,product,0.72
273,2835,4,category,0.51
273,2836,5,product,0.41
273,2837,6,product,0.48
274,2838,1,product,0.66
274,2839,2,product,0.79
274,2840,3,product,0.91
274,2841,4,product,0.83
274,2842,5,product,0.42
274,2843,6,category,0.53
275,2844,1,category,0.59
275,2845,2,product,0.76
275,2846,3,product,0.76
275,2847,4,product,0.42
275,2848,5,product,0.71
276,2849,1,product,0.7
276,2850,2,product,0.94
276,2851,3,product,0.87
276,2852,4,product,0.57
276,2853,5,product,0.73
276,2854,6,product,0.43
276,2855,7,product,0.63
276,2856,8,product,0.46
276,2857,9,product,0.73
276,2858,10,product,0.54
278,2859,1,product,0.52
278,2860,2,category,0.8
278,2861,3,product,0.81
278,2862,4,category,0.54
278,2863,5,product,0.66
278,2864,6,product,0.57
279,2865,1,product,0.56
279,2866,2,product,0.84
279,2867,3,product,0.83
279,2868,4,product,0.8
279,2869,5,product,0.55
279,2870,6,product,0.78
279,2871,7,product,0.52
280,2872,1,product,0.5
280,2873,2,category,0.86
280,2874,3,product,0.89
280,2875,4,category,0.46
280,2876,5,product,0.68
280,2877,6,product,0.58
280,2878,7,product,0.74
281,2879,1,category,0.66
281,2880,2,product,0.93
281,2881,3,product,0.94
281,2882,4,product,0.64
281,2883,5,category,0.54
281,2884,6,product,0.87
281,2885,7,product,0.88
281,2886,8,product,0.78
282,2887,1,product,0.68
282,2888,2,product,0.68
282,2889,3,product,0.84
282,2890,4,category,0.51
282,2891,5,product,0.53
282,2892,6,product,0.66
282,2893,7,product,0.72
282,2894,8,product,0.65
282,2895,9,product,0.55
283,2896,1,product,0.47
283,2897,2,category,0.78
283,2898,3,product,0.89
283,2899,4,category,0.79
283,2900,5,category,0.6
283,2901,6,product,0.47
283,2902,7,product,0.44
283,2903,8,category,0.63
283,2904,9,product,0.87
284,2905,1,product,0.57
284,2906,2,product,0.92
284,2907,3,product,0.9
284,2908,4,product,0.64
284,2909,5,product,0.54
284,2910,6,product,0.64
284,2911,7,product,0.51
284,2912,8,product,0.47
284,2913,9,product,0.71
285,2914,1,product,0.69
285,2915,2,product,0.66
285,2916,3,category,0.8
285,2917,4,product,0.69
285,2918,5,product,0.63
285,2919,6,product,0.52
285,2920,7,product,0.87
285,2921,8,product,0.58
286,2922,1,category,0.54
286,2923,2,product,0.69
286,2924,3,product,0.73
286,2925,4,product,0.84
286,2926,5,product,0.54
286,2927,6,product,0.85
287,2928,1,product,0.67
287,2929,2,product,0.74
287,2930,3,product,0.86
287,2931,4,product,0.68
287,2932,5,product,0.41
287,2933,6,product,0.58
287,2934,7,category,0.56
288,2935,1,product,0.62
288,2936,2,product,0.81
288,2937,3,product,0.82
288,2938,4,product,0.45
288,2939,5,product,0.44
288,2940,6,product,0.84
288,2941,7,product,0.55
288,2942,8,category,0.79
288,2943,9,product,0.69
289,2944,1,product,0.49
289,2945,2,product,0.69
289,2946,3,product,0.67
289,2947,4,product,0.78
289,2948,5,product,0.77
289,2949,6,product,0.42
289,2950,7,product,0.78
289,2951,8,product,0.43
289,2952,9,product,0.52
289,2953,10,product,0.72
290,2954,1,product,0.46
290,2955,2,product,0.87
290,2956,3,product,0.82
290,2957,4,product,0.81
290,2958,5,product,0.69
290,2959,6,product,0.43
290,2960,7,product,0.77
291,2961,1,category,0.7
291,2962,2,product,0.79
291,2963,3,product,0.71
291,2964,4,product,0.45
291,2965,5,product,0.87
291,2966,6,product,0.65
292,2967,1,product,0.64
292,2968,2,product,0.66
292,2969,3,product,0.68
292,2970,4,product,0.69
292,2971,5,product,0.87
292,2972,6,product,0.67
292,2973,7,product,0.81
295,2974,1,product,0.56
295,2975,2,category,0.68
295,2976,3,product,0.94
295,2977,4,product,0.87
295,2978,5,category,0.69
295,2979,6,product,0.46
295,2980,7,product,0.75
295,2981,8,product,0.74
296,2982,1,product,0.61
296,2983,2,product,0.8
296,2984,3,product,0.88
296,2985,4,product,0.52
296,2986,5,product,0.7
296,2987,6,product,0.45
296,2988,7,product,0.43
296,2989,8,product,0.87
296,2990,9,product,0.73
296,2991,10,product,0.7
298,2992,1,product,0.67
299,2993,1,product,0.55
299,2994,2,product,0.76
299,2995,3,product,0.66
299,2996,4,product,0.81
299,2997,5,product,0.74
300,2998,1,product,0.6
300,2999,2,product,0.82
300,3000,3,product,0.79
300,3001,4,product,0.48
300,3002,5,product,0.53
301,3003,1,product,0.68
301,3004,2,product,0.87
301,3005,3,product,0.92
301,3006,4,product,0.45
301,3007,5,product,0.57
301,3008,6,product,0.72
302,3009,1,product,0.46
302,3010,2,category,0.79
302,3011,3,category,0.82
302,3012,4,product,0.53
302,3013,5,category,0.68
302,3014,6,product,0.58
303,3015,1,product,0.67
303,3016,2,product,0.7
303,3017,3,product,0.94
303,3018,4,category,0.71
303,3019,5,category,0.44
303,3020,6,product,0.5
303,3021,7,product,0.54
303,3022,8,product,0.79
303,3023,9,product,0.86
305,3024,1,product,0.57
305,3025,2,product,0.71
305,3026,3,product,0.84
305,3027,4,product,0.77
305,3028,5,product,0.41
305,3029,6,product,0.81
305,3030,7,category,0.5
306,3031,1,product,0.47
306,3032,2,product,0.79
306,3033,3,product,0.87
306,3034,4,product,0.81
306,3035,5,category,0.81
306,3036,6,product,0.7
306,3037,7,product,0.53
306,3038,8,product,0.48
306,3039,9,product,0.51
306,3040,10,product,0.47
307,3041,1,product,0.5
307,3042,2,product,0.66
307,3043,3,product,0.73
307,3044,4,product,0.71
307,3045,5,product,0.75
308,3046,1,category,0.68
308,3047,2,product,0.77
308,3048,3,product,0.85
308,3049,4,product,0.85
308,3050,5,product,0.47
308,3051,6,category,0.75
308,3052,7,product,0.65
309,3053,1,product,0.7
309,3054,2,product,0.68
309,3055,3,product,0.73
309,3056,4,product,0.81
309,3057,5,product,0.66
309,3058,6,product,0.45
310,3059,1,product,0.55
310,3060,2,category,0.84
310,3061,3,product,0.66
310,3062,4,product,0.78
310,3063,5,product,0.84
310,3064,6,product,0.52
310,3065,7,product,0.71
310,3066,8,product,0.83
310,3067,9,product,0.66
310,3068,10,product,0.61
311,3069,1,product,0.66
311,3070,2,category,0.66
312,3071,1,product,0.59
312,3072,2,product,0.83
312,3073,3,product,0.87
312,3074,4,product,0.41
312,3075,5,product,0.71
312,3076,6,product,0.78
312,3077,7,product,0.59
313,3078,1,product,0.64
313,3079,2,product,0.84
313,3080,3,product,0.83
313,3081,4,product,0.85
313,3082,5,product,0.82
313,3083,6,product,0.48
313,3084,7,product,0.56
313,3085,8,product,0.44
313,3086,9,product,0.59
314,3087,1,product,0.57
314,3088,2,product,0.68
314,3089,3,product,0.93
314,3090,4,product,0.74
314,3091,5,product,0.84
314,3092,6,product,0.72
314,3093,7,product,0.74
314,3094,8,product,0.81
314,3095,9,product,0.54
315,3096,1,product,0.65
315,3097,2,product,0.7
315,3098,3,category,0.66
315,3099,4,product,0.51
315,3100,5,product,0.52
315,3101,6,product,0.71
315,3102,7,category,0.63
316,3103,1,product,0.58
316,3104,2,product,0.83
316,3105,3,product,0.89
316,3106,4,product,0.79
316,3107,5,product,0.64
316,3108,6,product,0.87
317,3109,1,product,0.5
317,3110,2,product,0.75
317,3111,3,product,0.68
317,3112,4,product,0.61
317,3113,5,category,0.55
317,3114,6,category,0.64
317,3115,7,product,0.53
318,3116,1,product,0.69
318,3117,2,product,0.95
318,3118,3,category,0.7
318,3119,4,product,0.72
318,3120,5,product,0.43
318,3121,6,product,0.51
318,3122,7,product,0.52
318,3123,8,category,0.61
319,3124,1,product,0.51
319,3125,2,product,0.9
319,3126,3,product,0.9
319,3127,4,product,0.72
319,3128,5,product,0.88
320,3129,1,product,0.46
320,3130,2,product,0.85
321,3131,1,product,0.57
321,3132,2,product,0.79
321,3133,3,product,0.73
321,3134,4,product,0.56
321,3135,5,product,0.7
322,3136,1,product,0.71
322,3137,2,product,0.77
322,3138,3,category,0.94
322,3139,4,category,0.44
322,3140,5,product,0.48
322,3141,6,product,0.54
322,3142,7,product,0.71
322,3143,8,product,0.64
322,3144,9,product,0.79
323,3145,1,product,0.57
323,3146,2,product,0.73
323,3147,3,product,0.68
323,3148,4,product,0.58
